TEXT_BASE 0x0
main, 0x10948: lui	a5,0x75
_wordcopy_bwd_dest_aligned, 0x25cc6: ld	a4,8(a1)
_wordcopy_bwd_dest_aligned, 0x25cc8: sd	a5,8(a0)
_wordcopy_bwd_dest_aligned, 0x25cca: srl	a3,a4,a6
_wordcopy_bwd_dest_aligned, 0x25cce: sll	t1,t1,a7
_wordcopy_bwd_dest_aligned, 0x25cd2: or	a3,a3,t1
_wordcopy_bwd_dest_aligned, 0x25cd6: ld	a5,0(a1)
_wordcopy_bwd_dest_aligned, 0x25cd8: addi	a2,a2,-4
_wordcopy_bwd_dest_aligned, 0x25cda: sd	a3,0(a0)
_wordcopy_bwd_dest_aligned, 0x25cdc: addi	a1,a1,-32
_wordcopy_bwd_dest_aligned, 0x25cde: addi	a0,a0,-32
_wordcopy_bwd_dest_aligned, 0x25ce0: bnez	a2,0x25c9e <_wordcopy_bwd_dest_aligned+88>
_wordcopy_bwd_dest_aligned, 0x25ce2: srl	a5,a5,a6
_wordcopy_bwd_dest_aligned, 0x25ce6: sll	a4,a4,a7
_wordcopy_bwd_dest_aligned, 0x25cea: or	a5,a5,a4
_wordcopy_bwd_dest_aligned, 0x25cec: sd	a5,24(a0)
_wordcopy_bwd_dest_aligned, 0x25cee: j	0x25c8e <_wordcopy_bwd_dest_aligned+72>
_wordcopy_bwd_dest_aligned, 0x25c8e: ret
memmove, 0x257be: andi	a5,s0,-8
memmove, 0x257c2: sub	a4,s3,a5
memmove, 0x257c6: sub	s1,s1,a5
memmove, 0x257c8: andi	a2,s0,7
memmove, 0x257cc: beqz	a2,0x2576c <memmove+132>
memmove, 0x2576c: ld	ra,40(sp)
memmove, 0x2576e: ld	s0,32(sp)
memmove, 0x25770: ld	s1,24(sp)
memmove, 0x25772: ld	s3,8(sp)
memmove, 0x25774: mv	a0,s2
memmove, 0x25776: ld	s2,16(sp)
memmove, 0x25778: addi	sp,sp,48
memmove, 0x2577a: ret
insert_ordered, 0x106a4: j	0x106c2 <insert_ordered+152>
insert_ordered, 0x106c2: lwu	a5,-20(s0)
insert_ordered, 0x106c6: slli	a5,a5,0x2
insert_ordered, 0x106c8: ld	a4,-40(s0)
insert_ordered, 0x106cc: add	a5,a5,a4
insert_ordered, 0x106ce: lw	a4,-48(s0)
insert_ordered, 0x106d2: sw	a4,0(a5)
insert_ordered, 0x106d4: nop
insert_ordered, 0x106d6: ld	ra,40(sp)
insert_ordered, 0x106d8: ld	s0,32(sp)
insert_ordered, 0x106da: addi	sp,sp,48
insert_ordered, 0x106dc: ret
insertion_sort, 0x107e8: lw	a5,-28(s0)
insertion_sort, 0x107ec: addiw	a5,a5,1
insertion_sort, 0x107ee: sw	a5,-28(s0)
insertion_sort, 0x107f2: lw	a5,-28(s0)
insertion_sort, 0x107f6: mv	a4,a5
insertion_sort, 0x107f8: lw	a5,-44(s0)
insertion_sort, 0x107fc: sext.w	a4,a4
insertion_sort, 0x107fe: sext.w	a5,a5
insertion_sort, 0x10800: bne	a4,a5,0x107ca <insertion_sort+42>
insertion_sort, 0x107ca: lwu	a5,-28(s0)
insertion_sort, 0x107ce: slli	a5,a5,0x2
insertion_sort, 0x107d0: ld	a4,-40(s0)
insertion_sort, 0x107d4: add	a5,a5,a4
insertion_sort, 0x107d6: lw	a4,0(a5)
insertion_sort, 0x107d8: lw	a5,-28(s0)
insertion_sort, 0x107dc: mv	a2,a4
insertion_sort, 0x107de: mv	a1,a5
insertion_sort, 0x107e0: ld	a0,-24(s0)
[CALL] insertion_sort -> <insert_ordered>
insertion_sort, 0x107e4: jal	ra,0x1062a <insert_ordered>
insert_ordered, 0x1062a: addi	sp,sp,-48
insert_ordered, 0x1062c: sd	ra,40(sp)
insert_ordered, 0x1062e: sd	s0,32(sp)
insert_ordered, 0x10630: addi	s0,sp,48
insert_ordered, 0x10632: sd	a0,-40(s0)
insert_ordered, 0x10636: mv	a5,a1
insert_ordered, 0x10638: mv	a4,a2
insert_ordered, 0x1063a: sw	a5,-44(s0)
insert_ordered, 0x1063e: mv	a5,a4
insert_ordered, 0x10640: sw	a5,-48(s0)
insert_ordered, 0x10644: sw	zero,-20(s0)
insert_ordered, 0x10648: j	0x106b0 <insert_ordered+134>
insert_ordered, 0x106b0: lw	a5,-20(s0)
insert_ordered, 0x106b4: mv	a4,a5
insert_ordered, 0x106b6: lw	a5,-44(s0)
insert_ordered, 0x106ba: sext.w	a4,a4
insert_ordered, 0x106bc: sext.w	a5,a5
insert_ordered, 0x106be: bne	a4,a5,0x1064a <insert_ordered+32>
insert_ordered, 0x1064a: lwu	a5,-20(s0)
insert_ordered, 0x1064e: slli	a5,a5,0x2
insert_ordered, 0x10650: ld	a4,-40(s0)
insert_ordered, 0x10654: add	a5,a5,a4
insert_ordered, 0x10656: lw	a4,0(a5)
insert_ordered, 0x10658: lw	a5,-48(s0)
insert_ordered, 0x1065c: sext.w	a5,a5
insert_ordered, 0x1065e: bge	a5,a4,0x106a6 <insert_ordered+124>
insert_ordered, 0x106a6: lw	a5,-20(s0)
insert_ordered, 0x106aa: addiw	a5,a5,1
insert_ordered, 0x106ac: sw	a5,-20(s0)
insert_ordered, 0x106b0: lw	a5,-20(s0)
insert_ordered, 0x106b4: mv	a4,a5
insert_ordered, 0x106b6: lw	a5,-44(s0)
insert_ordered, 0x106ba: sext.w	a4,a4
insert_ordered, 0x106bc: sext.w	a5,a5
insert_ordered, 0x106be: bne	a4,a5,0x1064a <insert_ordered+32>
insert_ordered, 0x1064a: lwu	a5,-20(s0)
insert_ordered, 0x1064e: slli	a5,a5,0x2
insert_ordered, 0x10650: ld	a4,-40(s0)
insert_ordered, 0x10654: add	a5,a5,a4
insert_ordered, 0x10656: lw	a4,0(a5)
insert_ordered, 0x10658: lw	a5,-48(s0)
insert_ordered, 0x1065c: sext.w	a5,a5
insert_ordered, 0x1065e: bge	a5,a4,0x106a6 <insert_ordered+124>
insert_ordered, 0x10662: lw	a5,-20(s0)
insert_ordered, 0x10666: addiw	a5,a5,1
insert_ordered, 0x10668: sext.w	a5,a5
insert_ordered, 0x1066a: slli	a5,a5,0x20
insert_ordered, 0x1066c: srli	a5,a5,0x20
insert_ordered, 0x1066e: slli	a5,a5,0x2
insert_ordered, 0x10670: ld	a4,-40(s0)
insert_ordered, 0x10674: add	a3,a4,a5
insert_ordered, 0x10678: lwu	a5,-20(s0)
insert_ordered, 0x1067c: slli	a5,a5,0x2
insert_ordered, 0x1067e: ld	a4,-40(s0)
insert_ordered, 0x10682: add	a4,a4,a5
insert_ordered, 0x10684: lw	a5,-44(s0)
insert_ordered, 0x10688: mv	a2,a5
insert_ordered, 0x1068a: lw	a5,-20(s0)
insert_ordered, 0x1068e: subw	a5,a2,a5
insert_ordered, 0x10692: sext.w	a5,a5
insert_ordered, 0x10694: slli	a5,a5,0x20
insert_ordered, 0x10696: srli	a5,a5,0x20
insert_ordered, 0x10698: slli	a5,a5,0x2
insert_ordered, 0x1069a: mv	a2,a5
insert_ordered, 0x1069c: mv	a1,a4
insert_ordered, 0x1069e: mv	a0,a3
[CALL] insert_ordered -> <memmove>
insert_ordered, 0x106a0: jal	ra,0x256e8 <memmove>
memmove, 0x256e8: addi	sp,sp,-48
memmove, 0x256ea: sd	s2,16(sp)
memmove, 0x256ec: sd	ra,40(sp)
memmove, 0x256ee: sd	s0,32(sp)
memmove, 0x256f0: sd	s1,24(sp)
memmove, 0x256f2: sd	s3,8(sp)
memmove, 0x256f4: sub	a5,a0,a1
memmove, 0x256f8: mv	s2,a0
memmove, 0x256fa: bltu	a5,a2,0x2577c <memmove+148>
memmove, 0x2577c: li	a3,15
memmove, 0x2577e: add	a4,a1,a2
memmove, 0x25782: add	s1,a0,a2
memmove, 0x25786: bgeu	a3,a2,0x257cc <memmove+228>
memmove, 0x2578a: andi	a1,s1,7
memmove, 0x2578e: sub	s0,a2,a1
memmove, 0x25792: beqz	a1,0x25808 <memmove+288>
memmove, 0x25794: sub	s3,a4,a1
memmove, 0x25798: lbu	a2,-1(a4)
memmove, 0x2579c: addi	a4,a4,-1
memmove, 0x2579e: add	a3,a5,a4
memmove, 0x257a2: sb	a2,0(a3)
memmove, 0x257a6: bne	s3,a4,0x25798 <memmove+176>
memmove, 0x25798: lbu	a2,-1(a4)
memmove, 0x2579c: addi	a4,a4,-1
memmove, 0x2579e: add	a3,a5,a4
memmove, 0x257a2: sb	a2,0(a3)
memmove, 0x257a6: bne	s3,a4,0x25798 <memmove+176>
memmove, 0x25798: lbu	a2,-1(a4)
memmove, 0x2579c: addi	a4,a4,-1
memmove, 0x2579e: add	a3,a5,a4
memmove, 0x257a2: sb	a2,0(a3)
memmove, 0x257a6: bne	s3,a4,0x25798 <memmove+176>
memmove, 0x25798: lbu	a2,-1(a4)
memmove, 0x2579c: addi	a4,a4,-1
memmove, 0x2579e: add	a3,a5,a4
memmove, 0x257a2: sb	a2,0(a3)
memmove, 0x257a6: bne	s3,a4,0x25798 <memmove+176>
memmove, 0x257aa: sub	s1,s1,a1
memmove, 0x257ac: andi	a5,s3,7
memmove, 0x257b0: srli	a2,s0,0x3
memmove, 0x257b4: mv	a1,s3
memmove, 0x257b6: mv	a0,s1
memmove, 0x257b8: beqz	a5,0x257f8 <memmove+272>
[CALL] memmove -> <_wordcopy_bwd_dest_aligned>
memmove, 0x257ba: jal	ra,0x25c46 <_wordcopy_bwd_dest_aligned>
_wordcopy_bwd_dest_aligned, 0x25c46: andi	a4,a1,7
_wordcopy_bwd_dest_aligned, 0x25c4a: slliw	t1,a4,0x3
_wordcopy_bwd_dest_aligned, 0x25c4e: li	a7,64
_wordcopy_bwd_dest_aligned, 0x25c52: andi	a5,a2,3
_wordcopy_bwd_dest_aligned, 0x25c56: li	a3,2
_wordcopy_bwd_dest_aligned, 0x25c58: slli	a6,a4,0x3
_wordcopy_bwd_dest_aligned, 0x25c5c: subw	a7,a7,t1
_wordcopy_bwd_dest_aligned, 0x25c60: andi	a1,a1,-8
_wordcopy_bwd_dest_aligned, 0x25c62: beq	a5,a3,0x25cf0 <_wordcopy_bwd_dest_aligned+170>
_wordcopy_bwd_dest_aligned, 0x25c66: li	a4,3
_wordcopy_bwd_dest_aligned, 0x25c68: beq	a5,a4,0x25c90 <_wordcopy_bwd_dest_aligned+74>
_wordcopy_bwd_dest_aligned, 0x25c90: ld	a3,0(a1)
_wordcopy_bwd_dest_aligned, 0x25c92: ld	t1,-8(a1)
_wordcopy_bwd_dest_aligned, 0x25c96: addi	a0,a0,-16
_wordcopy_bwd_dest_aligned, 0x25c98: addi	a1,a1,-24
_wordcopy_bwd_dest_aligned, 0x25c9a: addi	a2,a2,1
_wordcopy_bwd_dest_aligned, 0x25c9c: j	0x25cbc <_wordcopy_bwd_dest_aligned+118>
_wordcopy_bwd_dest_aligned, 0x25cbc: srl	a5,t1,a6
_wordcopy_bwd_dest_aligned, 0x25cc0: sll	a3,a3,a7
_wordcopy_bwd_dest_aligned, 0x25cc4: or	a5,a5,a3
_wordcopy_bwd_dest_aligned, 0x25cc6: ld	a4,8(a1)
_wordcopy_bwd_dest_aligned, 0x25cc8: sd	a5,8(a0)
_wordcopy_bwd_dest_aligned, 0x25cca: srl	a3,a4,a6
_wordcopy_bwd_dest_aligned, 0x25cce: sll	t1,t1,a7
_wordcopy_bwd_dest_aligned, 0x25cd2: or	a3,a3,t1
_wordcopy_bwd_dest_aligned, 0x25cd6: ld	a5,0(a1)
_wordcopy_bwd_dest_aligned, 0x25cd8: addi	a2,a2,-4
_wordcopy_bwd_dest_aligned, 0x25cda: sd	a3,0(a0)
_wordcopy_bwd_dest_aligned, 0x25cdc: addi	a1,a1,-32
_wordcopy_bwd_dest_aligned, 0x25cde: addi	a0,a0,-32
_wordcopy_bwd_dest_aligned, 0x25ce0: bnez	a2,0x25c9e <_wordcopy_bwd_dest_aligned+88>
_wordcopy_bwd_dest_aligned, 0x25ce2: srl	a5,a5,a6
_wordcopy_bwd_dest_aligned, 0x25ce6: sll	a4,a4,a7
_wordcopy_bwd_dest_aligned, 0x25cea: or	a5,a5,a4
_wordcopy_bwd_dest_aligned, 0x25cec: sd	a5,24(a0)
_wordcopy_bwd_dest_aligned, 0x25cee: j	0x25c8e <_wordcopy_bwd_dest_aligned+72>
_wordcopy_bwd_dest_aligned, 0x25c8e: ret
memmove, 0x257be: andi	a5,s0,-8
memmove, 0x257c2: sub	a4,s3,a5
memmove, 0x257c6: sub	s1,s1,a5
memmove, 0x257c8: andi	a2,s0,7
memmove, 0x257cc: beqz	a2,0x2576c <memmove+132>
memmove, 0x2576c: ld	ra,40(sp)
memmove, 0x2576e: ld	s0,32(sp)
memmove, 0x25770: ld	s1,24(sp)
memmove, 0x25772: ld	s3,8(sp)
memmove, 0x25774: mv	a0,s2
memmove, 0x25776: ld	s2,16(sp)
memmove, 0x25778: addi	sp,sp,48
memmove, 0x2577a: ret
insert_ordered, 0x106a4: j	0x106c2 <insert_ordered+152>
insert_ordered, 0x106c2: lwu	a5,-20(s0)
insert_ordered, 0x106c6: slli	a5,a5,0x2
insert_ordered, 0x106c8: ld	a4,-40(s0)
insert_ordered, 0x106cc: add	a5,a5,a4
insert_ordered, 0x106ce: lw	a4,-48(s0)
insert_ordered, 0x106d2: sw	a4,0(a5)
insert_ordered, 0x106d4: nop
insert_ordered, 0x106d6: ld	ra,40(sp)
insert_ordered, 0x106d8: ld	s0,32(sp)
insert_ordered, 0x106da: addi	sp,sp,48
insert_ordered, 0x106dc: ret
insertion_sort, 0x107e8: lw	a5,-28(s0)
insertion_sort, 0x107ec: addiw	a5,a5,1
insertion_sort, 0x107ee: sw	a5,-28(s0)
insertion_sort, 0x107f2: lw	a5,-28(s0)
insertion_sort, 0x107f6: mv	a4,a5
insertion_sort, 0x107f8: lw	a5,-44(s0)
insertion_sort, 0x107fc: sext.w	a4,a4
insertion_sort, 0x107fe: sext.w	a5,a5
insertion_sort, 0x10800: bne	a4,a5,0x107ca <insertion_sort+42>
insertion_sort, 0x107ca: lwu	a5,-28(s0)
insertion_sort, 0x107ce: slli	a5,a5,0x2
insertion_sort, 0x107d0: ld	a4,-40(s0)
insertion_sort, 0x107d4: add	a5,a5,a4
insertion_sort, 0x107d6: lw	a4,0(a5)
insertion_sort, 0x107d8: lw	a5,-28(s0)
insertion_sort, 0x107dc: mv	a2,a4
insertion_sort, 0x107de: mv	a1,a5
insertion_sort, 0x107e0: ld	a0,-24(s0)
[CALL] insertion_sort -> <insert_ordered>
insertion_sort, 0x107e4: jal	ra,0x1062a <insert_ordered>
insert_ordered, 0x1062a: addi	sp,sp,-48
insert_ordered, 0x1062c: sd	ra,40(sp)
insert_ordered, 0x1062e: sd	s0,32(sp)
insert_ordered, 0x10630: addi	s0,sp,48
insert_ordered, 0x10632: sd	a0,-40(s0)
insert_ordered, 0x10636: mv	a5,a1
insert_ordered, 0x10638: mv	a4,a2
insert_ordered, 0x1063a: sw	a5,-44(s0)
insert_ordered, 0x1063e: mv	a5,a4
insert_ordered, 0x10640: sw	a5,-48(s0)
insert_ordered, 0x10644: sw	zero,-20(s0)
insert_ordered, 0x10648: j	0x106b0 <insert_ordered+134>
insert_ordered, 0x106b0: lw	a5,-20(s0)
insert_ordered, 0x106b4: mv	a4,a5
insert_ordered, 0x106b6: lw	a5,-44(s0)
insert_ordered, 0x106ba: sext.w	a4,a4
insert_ordered, 0x106bc: sext.w	a5,a5
insert_ordered, 0x106be: bne	a4,a5,0x1064a <insert_ordered+32>
insert_ordered, 0x1064a: lwu	a5,-20(s0)
insert_ordered, 0x1064e: slli	a5,a5,0x2
insert_ordered, 0x10650: ld	a4,-40(s0)
insert_ordered, 0x10654: add	a5,a5,a4
insert_ordered, 0x10656: lw	a4,0(a5)
insert_ordered, 0x10658: lw	a5,-48(s0)
insert_ordered, 0x1065c: sext.w	a5,a5
insert_ordered, 0x1065e: bge	a5,a4,0x106a6 <insert_ordered+124>
insert_ordered, 0x10662: lw	a5,-20(s0)
insert_ordered, 0x10666: addiw	a5,a5,1
insert_ordered, 0x10668: sext.w	a5,a5
insert_ordered, 0x1066a: slli	a5,a5,0x20
insert_ordered, 0x1066c: srli	a5,a5,0x20
insert_ordered, 0x1066e: slli	a5,a5,0x2
insert_ordered, 0x10670: ld	a4,-40(s0)
insert_ordered, 0x10674: add	a3,a4,a5
insert_ordered, 0x10678: lwu	a5,-20(s0)
insert_ordered, 0x1067c: slli	a5,a5,0x2
insert_ordered, 0x1067e: ld	a4,-40(s0)
insert_ordered, 0x10682: add	a4,a4,a5
insert_ordered, 0x10684: lw	a5,-44(s0)
insert_ordered, 0x10688: mv	a2,a5
insert_ordered, 0x1068a: lw	a5,-20(s0)
insert_ordered, 0x1068e: subw	a5,a2,a5
insert_ordered, 0x10692: sext.w	a5,a5
insert_ordered, 0x10694: slli	a5,a5,0x20
insert_ordered, 0x10696: srli	a5,a5,0x20
insert_ordered, 0x10698: slli	a5,a5,0x2
insert_ordered, 0x1069a: mv	a2,a5
insert_ordered, 0x1069c: mv	a1,a4
insert_ordered, 0x1069e: mv	a0,a3
[CALL] insert_ordered -> <memmove>
insert_ordered, 0x106a0: jal	ra,0x256e8 <memmove>
memmove, 0x256e8: addi	sp,sp,-48
memmove, 0x256ea: sd	s2,16(sp)
memmove, 0x256ec: sd	ra,40(sp)
memmove, 0x256ee: sd	s0,32(sp)
memmove, 0x256f0: sd	s1,24(sp)
memmove, 0x256f2: sd	s3,8(sp)
memmove, 0x256f4: sub	a5,a0,a1
memmove, 0x256f8: mv	s2,a0
memmove, 0x256fa: bltu	a5,a2,0x2577c <memmove+148>
memmove, 0x2577c: li	a3,15
memmove, 0x2577e: add	a4,a1,a2
memmove, 0x25782: add	s1,a0,a2
memmove, 0x25786: bgeu	a3,a2,0x257cc <memmove+228>
memmove, 0x2578a: andi	a1,s1,7
memmove, 0x2578e: sub	s0,a2,a1
memmove, 0x25792: beqz	a1,0x25808 <memmove+288>
memmove, 0x25808: mv	s3,a4
memmove, 0x2580a: j	0x257ac <memmove+196>
memmove, 0x257ac: andi	a5,s3,7
memmove, 0x257b0: srli	a2,s0,0x3
memmove, 0x257b4: mv	a1,s3
memmove, 0x257b6: mv	a0,s1
memmove, 0x257b8: beqz	a5,0x257f8 <memmove+272>
[CALL] memmove -> <_wordcopy_bwd_dest_aligned>
memmove, 0x257ba: jal	ra,0x25c46 <_wordcopy_bwd_dest_aligned>
_wordcopy_bwd_dest_aligned, 0x25c46: andi	a4,a1,7
_wordcopy_bwd_dest_aligned, 0x25c4a: slliw	t1,a4,0x3
_wordcopy_bwd_dest_aligned, 0x25c4e: li	a7,64
_wordcopy_bwd_dest_aligned, 0x25c52: andi	a5,a2,3
_wordcopy_bwd_dest_aligned, 0x25c56: li	a3,2
_wordcopy_bwd_dest_aligned, 0x25c58: slli	a6,a4,0x3
_wordcopy_bwd_dest_aligned, 0x25c5c: subw	a7,a7,t1
_wordcopy_bwd_dest_aligned, 0x25c60: andi	a1,a1,-8
_wordcopy_bwd_dest_aligned, 0x25c62: beq	a5,a3,0x25cf0 <_wordcopy_bwd_dest_aligned+170>
_wordcopy_bwd_dest_aligned, 0x25c66: li	a4,3
_wordcopy_bwd_dest_aligned, 0x25c68: beq	a5,a4,0x25c90 <_wordcopy_bwd_dest_aligned+74>
_wordcopy_bwd_dest_aligned, 0x25c6c: li	a4,1
_wordcopy_bwd_dest_aligned, 0x25c6e: beq	a5,a4,0x25c76 <_wordcopy_bwd_dest_aligned+48>
_wordcopy_bwd_dest_aligned, 0x25c72: bnez	a2,0x25d06 <_wordcopy_bwd_dest_aligned+192>
_wordcopy_bwd_dest_aligned, 0x25d06: ld	a5,0(a1)
_wordcopy_bwd_dest_aligned, 0x25d08: ld	a3,-8(a1)
_wordcopy_bwd_dest_aligned, 0x25d0c: addi	a0,a0,-24
_wordcopy_bwd_dest_aligned, 0x25d0e: addi	a1,a1,-32
_wordcopy_bwd_dest_aligned, 0x25d10: j	0x25cac <_wordcopy_bwd_dest_aligned+102>
_wordcopy_bwd_dest_aligned, 0x25cac: srl	a4,a3,a6
_wordcopy_bwd_dest_aligned, 0x25cb0: sll	a5,a5,a7
_wordcopy_bwd_dest_aligned, 0x25cb4: or	a5,a5,a4
_wordcopy_bwd_dest_aligned, 0x25cb6: ld	t1,16(a1)
_wordcopy_bwd_dest_aligned, 0x25cba: sd	a5,16(a0)
_wordcopy_bwd_dest_aligned, 0x25cbc: srl	a5,t1,a6
_wordcopy_bwd_dest_aligned, 0x25cc0: sll	a3,a3,a7
_wordcopy_bwd_dest_aligned, 0x25cc4: or	a5,a5,a3
_wordcopy_bwd_dest_aligned, 0x25cc6: ld	a4,8(a1)
_wordcopy_bwd_dest_aligned, 0x25cc8: sd	a5,8(a0)
_wordcopy_bwd_dest_aligned, 0x25cca: srl	a3,a4,a6
_wordcopy_bwd_dest_aligned, 0x25cce: sll	t1,t1,a7
_wordcopy_bwd_dest_aligned, 0x25cd2: or	a3,a3,t1
_wordcopy_bwd_dest_aligned, 0x25cd6: ld	a5,0(a1)
_wordcopy_bwd_dest_aligned, 0x25cd8: addi	a2,a2,-4
_wordcopy_bwd_dest_aligned, 0x25cda: sd	a3,0(a0)
_wordcopy_bwd_dest_aligned, 0x25cdc: addi	a1,a1,-32
_wordcopy_bwd_dest_aligned, 0x25cde: addi	a0,a0,-32
_wordcopy_bwd_dest_aligned, 0x25ce0: bnez	a2,0x25c9e <_wordcopy_bwd_dest_aligned+88>
_wordcopy_bwd_dest_aligned, 0x25ce2: srl	a5,a5,a6
_wordcopy_bwd_dest_aligned, 0x25ce6: sll	a4,a4,a7
_wordcopy_bwd_dest_aligned, 0x25cea: or	a5,a5,a4
_wordcopy_bwd_dest_aligned, 0x25cec: sd	a5,24(a0)
_wordcopy_bwd_dest_aligned, 0x25cee: j	0x25c8e <_wordcopy_bwd_dest_aligned+72>
_wordcopy_bwd_dest_aligned, 0x25c8e: ret
memmove, 0x257be: andi	a5,s0,-8
memmove, 0x257c2: sub	a4,s3,a5
memmove, 0x257c6: sub	s1,s1,a5
memmove, 0x257c8: andi	a2,s0,7
memmove, 0x257cc: beqz	a2,0x2576c <memmove+132>
memmove, 0x257ce: sub	a2,a4,a2
memmove, 0x257d2: mv	a5,a4
memmove, 0x257d4: addi	a5,a5,-1
memmove, 0x257d6: lbu	a1,0(a5)
memmove, 0x257da: add	a3,s1,a5
memmove, 0x257de: sub	a3,a3,a4
memmove, 0x257e0: sb	a1,0(a3)
memmove, 0x257e4: bne	a2,a5,0x257d4 <memmove+236>
memmove, 0x257d4: addi	a5,a5,-1
memmove, 0x257d6: lbu	a1,0(a5)
memmove, 0x257da: add	a3,s1,a5
memmove, 0x257de: sub	a3,a3,a4
memmove, 0x257e0: sb	a1,0(a3)
memmove, 0x257e4: bne	a2,a5,0x257d4 <memmove+236>
memmove, 0x257d4: addi	a5,a5,-1
memmove, 0x257d6: lbu	a1,0(a5)
memmove, 0x257da: add	a3,s1,a5
memmove, 0x257de: sub	a3,a3,a4
memmove, 0x257e0: sb	a1,0(a3)
memmove, 0x257e4: bne	a2,a5,0x257d4 <memmove+236>
memmove, 0x257d4: addi	a5,a5,-1
memmove, 0x257d6: lbu	a1,0(a5)
memmove, 0x257da: add	a3,s1,a5
memmove, 0x257de: sub	a3,a3,a4
memmove, 0x257e0: sb	a1,0(a3)
memmove, 0x257e4: bne	a2,a5,0x257d4 <memmove+236>
memmove, 0x257e8: ld	ra,40(sp)
memmove, 0x257ea: ld	s0,32(sp)
memmove, 0x257ec: ld	s1,24(sp)
memmove, 0x257ee: ld	s3,8(sp)
memmove, 0x257f0: mv	a0,s2
memmove, 0x257f2: ld	s2,16(sp)
memmove, 0x257f4: addi	sp,sp,48
memmove, 0x257f6: ret
insert_ordered, 0x106a4: j	0x106c2 <insert_ordered+152>
insert_ordered, 0x106c2: lwu	a5,-20(s0)
insert_ordered, 0x106c6: slli	a5,a5,0x2
insert_ordered, 0x106c8: ld	a4,-40(s0)
insert_ordered, 0x106cc: add	a5,a5,a4
insert_ordered, 0x106ce: lw	a4,-48(s0)
insert_ordered, 0x106d2: sw	a4,0(a5)
insert_ordered, 0x106d4: nop
insert_ordered, 0x106d6: ld	ra,40(sp)
insert_ordered, 0x106d8: ld	s0,32(sp)
insert_ordered, 0x106da: addi	sp,sp,48
insert_ordered, 0x106dc: ret
insertion_sort, 0x107e8: lw	a5,-28(s0)
insertion_sort, 0x107ec: addiw	a5,a5,1
insertion_sort, 0x107ee: sw	a5,-28(s0)
insertion_sort, 0x107f2: lw	a5,-28(s0)
insertion_sort, 0x107f6: mv	a4,a5
insertion_sort, 0x107f8: lw	a5,-44(s0)
insertion_sort, 0x107fc: sext.w	a4,a4
insertion_sort, 0x107fe: sext.w	a5,a5
insertion_sort, 0x10800: bne	a4,a5,0x107ca <insertion_sort+42>
insertion_sort, 0x10804: lwu	a5,-44(s0)
insertion_sort, 0x10808: slli	a5,a5,0x2
insertion_sort, 0x1080a: mv	a2,a5
insertion_sort, 0x1080c: ld	a1,-24(s0)
insertion_sort, 0x10810: ld	a0,-40(s0)
[CALL] insertion_sort -> <memcpy>
insertion_sort, 0x10814: jal	ra,0x25918 <memcpy>
memcpy, 0x25918: addi	sp,sp,-48
memcpy, 0x2591a: sd	s0,32(sp)
memcpy, 0x2591c: sd	s2,16(sp)
memcpy, 0x2591e: sd	ra,40(sp)
memcpy, 0x25920: sd	s1,24(sp)
memcpy, 0x25922: sd	s3,8(sp)
memcpy, 0x25924: li	a5,15
memcpy, 0x25926: mv	s2,a0
memcpy, 0x25928: mv	a4,a0
memcpy, 0x2592a: mv	s0,a1
memcpy, 0x2592c: bgeu	a5,a2,0x25974 <memcpy+92>
memcpy, 0x25930: neg	a0,a0
memcpy, 0x25934: andi	a0,a0,7
memcpy, 0x25936: sub	s1,a2,a0
memcpy, 0x2593a: beqz	a0,0x259a8 <memcpy+144>
memcpy, 0x259a8: mv	s3,s2
memcpy, 0x259aa: j	0x25956 <memcpy+62>
memcpy, 0x25956: andi	a5,s0,7
memcpy, 0x2595a: srli	a2,s1,0x3
memcpy, 0x2595e: mv	a1,s0
memcpy, 0x25960: mv	a0,s3
memcpy, 0x25962: bnez	a5,0x259a2 <memcpy+138>
[CALL] memcpy -> <_wordcopy_fwd_aligned>
memcpy, 0x25964: jal	ra,0x259ac <_wordcopy_fwd_aligned>
_wordcopy_fwd_aligned, 0x259ac: andi	a5,a2,7
_wordcopy_fwd_aligned, 0x259b0: auipc	a4,0x30
_wordcopy_fwd_aligned, 0x259b4: addi	a4,a4,1088
_wordcopy_fwd_aligned, 0x259b8: slli	a5,a5,0x2
_wordcopy_fwd_aligned, 0x259ba: add	a5,a5,a4
_wordcopy_fwd_aligned, 0x259bc: lw	a5,0(a5)
_wordcopy_fwd_aligned, 0x259be: add	a5,a5,a4
_wordcopy_fwd_aligned, 0x259c0: jr	a5
_wordcopy_fwd_aligned, 0x25a68: ld	a4,0(a1)
_wordcopy_fwd_aligned, 0x25a6a: addi	a5,a0,-32
_wordcopy_fwd_aligned, 0x25a6e: addi	a1,a1,-24
_wordcopy_fwd_aligned, 0x25a70: addi	a2,a2,3
_wordcopy_fwd_aligned, 0x25a72: j	0x259e0 <_wordcopy_fwd_aligned+52>
_wordcopy_fwd_aligned, 0x259e0: ld	a6,32(a1)
_wordcopy_fwd_aligned, 0x259e4: addi	a3,a5,40
_wordcopy_fwd_aligned, 0x259e8: sd	a4,0(a0)
_wordcopy_fwd_aligned, 0x259ea: ld	a4,40(a1)
_wordcopy_fwd_aligned, 0x259ec: addi	a0,a5,48
_wordcopy_fwd_aligned, 0x259f0: sd	a6,0(a3)
_wordcopy_fwd_aligned, 0x259f4: ld	a6,48(a1)
